vintage_id,vintage_type,origin_date,issued_at_utc,forecast_date,horizon_day,target,model,model_version,forecast_version,forecast,lower_bound,upper_bound
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-19,77,net_revenue_usd,driver_regression,1.0.0,1.0.0,7887.89,7580.03,8195.75
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-20,78,net_revenue_usd,driver_regression,1.0.0,1.0.0,8159.19,7850.87,8467.51
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-21,79,net_revenue_usd,driver_regression,1.0.0,1.0.0,8530.15,8221.37,8838.93
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-22,80,net_revenue_usd,driver_regression,1.0.0,1.0.0,7515.09,7205.85,7824.33
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-23,81,net_revenue_usd,driver_regression,1.0.0,1.0.0,6905.75,6596.05,7215.45
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-24,82,net_revenue_usd,driver_regression,1.0.0,1.0.0,7188.35,6878.19,7498.51
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-25,83,net_revenue_usd,driver_regression,1.0.0,1.0.0,7578.36,7267.75,7888.98
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-26,84,net_revenue_usd,driver_regression,1.0.0,1.0.0,7620.09,7309.01,7931.16
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-27,85,net_revenue_usd,driver_regression,1.0.0,1.0.0,7928.12,7616.59,8239.65
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-28,86,net_revenue_usd,driver_regression,1.0.0,1.0.0,8261.87,7949.88,8573.86
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-29,87,net_revenue_usd,driver_regression,1.0.0,1.0.0,7466.39,7153.95,7778.84
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-30,88,net_revenue_usd,driver_regression,1.0.0,1.0.0,6709.31,6396.41,7022.21
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-03-31,89,net_revenue_usd,driver_regression,1.0.0,1.0.0,7161.07,6847.72,7474.43
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-04-01,90,net_revenue_usd,driver_regression,1.0.0,1.0.0,7238.72,6924.92,7552.53
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-04-02,91,net_revenue_usd,driver_regression,1.0.0,1.0.0,7613.2,7298.94,7927.46
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-02,1,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10234.02,9101.83,11366.21
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-03,2,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5745.17,4610.78,6879.56
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-04,3,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4388.43,3251.85,5525.01
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-05,4,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11287.64,10148.86,12426.42
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-06,5,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11290.75,10149.79,12431.71
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-07,6,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11084.72,9941.58,12227.86
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-08,7,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10878.57,9733.25,12023.89
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-09,8,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10253.78,9106.28,11401.28
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-10,9,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5756.26,4606.59,6905.93
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-11,10,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4396.9,3245.07,5548.73
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-12,11,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11309.41,10155.42,12463.4
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-13,12,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11312.52,10156.37,12468.67
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-14,13,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11106.09,9947.78,12264.4
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-15,14,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10899.53,9739.07,12059.99
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-16,15,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10273.54,9110.94,11436.14
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-17,16,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5767.34,4602.6,6932.08
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-18,17,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4405.36,3238.48,5572.24
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-19,18,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11331.19,10162.17,12500.21
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-20,19,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11334.3,10163.15,12505.45
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-21,20,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11127.46,9954.19,12300.73
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-22,21,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10920.5,9745.1,12095.9
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-23,22,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10293.29,9115.78,11470.8
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-24,23,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5778.43,4598.8,6958.06
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-25,24,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4413.83,3232.09,5595.57
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-26,25,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11352.96,10169.11,12536.81
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-27,26,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11356.07,10170.12,12542.02
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-28,27,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11148.83,9960.78,12336.88
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-29,28,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10941.47,9751.32,12131.62
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-30,29,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10313.05,9120.81,11505.29
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-01-31,30,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5789.52,4595.19,6983.85
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-01,31,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4422.3,3225.89,5618.71
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-02,32,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11374.73,10176.24,12573.22
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-03,33,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11377.84,10177.27,12578.41
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-04,34,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11170.2,9967.55,12372.85
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-05,35,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10962.43,9757.71,12167.15
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-06,36,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10332.81,9126.03,11539.59
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-07,37,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5800.61,4591.76,7009.46
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-08,38,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4430.76,3219.85,5641.67
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-09,39,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11396.51,10183.55,12609.47
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-10,40,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11399.62,10184.6,12614.64
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-11,41,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11191.56,9974.49,12408.63
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-12,42,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10983.4,9764.29,12202.51
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-13,43,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10352.56,9131.4,11573.72
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-14,44,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5811.7,4588.5,7034.9
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-15,45,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4439.23,3214.0,5664.46
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-16,46,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11418.28,10191.02,12645.54
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-17,47,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11421.39,10192.1,12650.68
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-18,48,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11212.93,9981.61,12444.25
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-19,49,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,11004.36,9771.02,12237.7
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-20,50,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,10372.32,9136.96,11607.68
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-21,51,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,5822.78,4585.4,7060.16
vintage-20260101-f1_0_0,historical_backtest,2026-01-01,2026-01-01T23:59:59Z,2026-02-22,52,shipped_revenue_usd,seasonal_naive,1.0.0,1.0.0,4447.7,3208.31,5687.09
