origin_date,forecast_date,horizon_day,target,model,actual,forecast,lower_bound,upper_bound,error
2026-01-01,2026-01-15,14,net_revenue_usd,seasonal_naive,10253.84,8911.15,7614.5,10207.8,-1342.69
2026-01-01,2026-01-15,14,net_revenue_usd,driver_regression,10253.84,10208.61,9931.38,10485.84,-45.23
2026-01-01,2026-01-16,15,net_revenue_usd,seasonal_naive,10838.42,8696.82,7397.77,9995.87,-2141.6
2026-01-01,2026-01-16,15,net_revenue_usd,driver_regression,10838.42,10372.46,10094.72,10650.2,-465.96
2026-01-01,2026-01-17,16,net_revenue_usd,seasonal_naive,9822.77,9506.29,8204.85,10807.73,-316.48
2026-01-01,2026-01-17,16,net_revenue_usd,driver_regression,9822.77,9906.24,9628.0,10184.49,83.47
2026-01-01,2026-01-18,17,net_revenue_usd,seasonal_naive,8925.16,7929.03,6625.2,9232.86,-996.13
2026-01-01,2026-01-18,17,net_revenue_usd,driver_regression,8925.16,8850.23,8571.47,9128.99,-74.93
2026-01-01,2026-01-19,18,net_revenue_usd,seasonal_naive,7950.71,7300.33,5994.11,8606.55,-650.38
2026-01-01,2026-01-19,18,net_revenue_usd,driver_regression,7950.71,8237.81,7958.54,8517.08,287.1
2026-01-01,2026-01-20,19,net_revenue_usd,seasonal_naive,8644.63,7800.89,6492.29,9109.49,-843.74
2026-01-01,2026-01-20,19,net_revenue_usd,driver_regression,8644.63,8754.73,8474.95,9034.51,110.1
2026-01-01,2026-01-21,20,net_revenue_usd,seasonal_naive,8703.9,8061.45,6750.48,9372.42,-642.45
2026-01-01,2026-01-21,20,net_revenue_usd,driver_regression,8703.9,8843.17,8562.88,9123.46,139.27
2026-01-01,2026-01-22,21,net_revenue_usd,seasonal_naive,9162.58,8223.61,6910.26,9536.96,-938.97
2026-01-01,2026-01-22,21,net_revenue_usd,driver_regression,9162.58,9005.81,8725.02,9286.6,-156.77
2026-01-01,2026-01-23,22,net_revenue_usd,seasonal_naive,9707.4,8743.81,7428.1,10059.52,-963.59
2026-01-01,2026-01-23,22,net_revenue_usd,driver_regression,9707.4,9290.85,9009.55,9572.15,-416.55
2026-01-01,2026-01-24,23,net_revenue_usd,seasonal_naive,9867.54,8736.63,7418.55,10054.71,-1130.91
2026-01-01,2026-01-24,23,net_revenue_usd,driver_regression,9867.54,9725.15,9443.34,10006.95,-142.39
2026-01-01,2026-01-25,24,net_revenue_usd,seasonal_naive,8420.06,7756.89,6436.45,9077.33,-663.17
2026-01-01,2026-01-25,24,net_revenue_usd,driver_regression,8420.06,8661.91,8379.6,8944.22,241.85
2026-01-01,2026-01-26,25,net_revenue_usd,seasonal_naive,7864.23,7050.83,5728.04,8373.62,-813.4
2026-01-01,2026-01-26,25,net_revenue_usd,driver_regression,7864.23,8208.3,7925.48,8491.11,344.07
2026-01-01,2026-01-27,26,net_revenue_usd,seasonal_naive,8334.37,7639.16,6314.02,8964.3,-695.21
2026-01-01,2026-01-27,26,net_revenue_usd,driver_regression,8334.37,8337.39,8054.07,8620.71,3.02
2026-01-01,2026-01-28,27,net_revenue_usd,seasonal_naive,8814.74,8049.22,6721.73,9376.71,-765.52
2026-01-01,2026-01-28,27,net_revenue_usd,driver_regression,8814.74,8967.77,8683.95,9251.59,153.03
2026-01-01,2026-01-29,28,net_revenue_usd,seasonal_naive,8762.77,7824.85,6495.02,9154.68,-937.92
2026-01-01,2026-01-29,28,net_revenue_usd,driver_regression,8762.77,8476.22,8191.9,8760.54,-286.55
2026-01-01,2026-01-30,29,net_revenue_usd,seasonal_naive,9729.37,8660.2,7328.03,9992.37,-1069.17
2026-01-01,2026-01-30,29,net_revenue_usd,driver_regression,9729.37,9382.23,9097.41,9667.05,-347.14
2026-01-01,2026-01-31,30,net_revenue_usd,seasonal_naive,9664.19,8892.18,7557.68,10226.68,-772.01
2026-01-01,2026-01-31,30,net_revenue_usd,driver_regression,9664.19,9457.67,9172.35,9742.98,-206.52
2026-01-01,2026-02-01,31,net_revenue_usd,seasonal_naive,8609.77,7686.17,6349.34,9023.0,-923.6
2026-01-01,2026-02-01,31,net_revenue_usd,driver_regression,8609.77,8563.94,8278.12,8849.75,-45.83
2026-01-01,2026-02-02,32,net_revenue_usd,seasonal_naive,7728.53,7140.64,5801.48,8479.8,-587.89
2026-01-01,2026-02-02,32,net_revenue_usd,driver_regression,7728.53,8077.23,7790.92,8363.55,348.7
2026-01-01,2026-02-03,33,net_revenue_usd,seasonal_naive,8319.56,7476.74,6135.26,8818.22,-842.82
2026-01-01,2026-02-03,33,net_revenue_usd,driver_regression,8319.56,8158.79,7871.98,8445.6,-160.77
2026-01-01,2026-02-04,34,net_revenue_usd,seasonal_naive,8611.77,7615.28,6271.48,8959.08,-996.49
2026-01-01,2026-02-04,34,net_revenue_usd,driver_regression,8611.77,8403.14,8115.83,8690.44,-208.63
2026-01-01,2026-02-05,35,net_revenue_usd,seasonal_naive,8423.56,7902.37,6556.26,9248.48,-521.19
2026-01-01,2026-02-05,35,net_revenue_usd,driver_regression,8423.56,8633.34,8345.54,8921.14,209.78
2026-01-01,2026-02-06,36,net_revenue_usd,seasonal_naive,9402.01,8330.06,6981.64,9678.48,-1071.95
2026-01-01,2026-02-06,36,net_revenue_usd,driver_regression,9402.01,9455.59,9167.3,9743.88,53.58
2026-01-01,2026-02-07,37,net_revenue_usd,seasonal_naive,9705.13,8691.28,7340.55,10042.01,-1013.85
2026-01-01,2026-02-07,37,net_revenue_usd,driver_regression,9705.13,9274.15,8985.36,9562.93,-430.98
2026-01-01,2026-02-08,38,net_revenue_usd,seasonal_naive,8159.52,7759.17,6406.14,9112.2,-400.35
2026-01-01,2026-02-08,38,net_revenue_usd,driver_regression,8159.52,8301.99,8012.72,8591.27,142.47
2026-01-01,2026-02-09,39,net_revenue_usd,seasonal_naive,7889.27,7033.74,5678.41,8389.07,-855.53
2026-01-01,2026-02-09,39,net_revenue_usd,driver_regression,7889.27,8107.08,7817.31,8396.85,217.81
2026-01-01,2026-02-10,40,net_revenue_usd,seasonal_naive,8167.93,7358.06,6000.44,8715.68,-809.87
2026-01-01,2026-02-10,40,net_revenue_usd,driver_regression,8167.93,8017.24,7726.99,8307.5,-150.69
2026-01-01,2026-02-11,41,net_revenue_usd,seasonal_naive,8556.53,7598.4,6238.49,8958.31,-958.13
2026-01-01,2026-02-11,41,net_revenue_usd,driver_regression,8556.53,8382.83,8092.09,8673.58,-173.7
2026-01-01,2026-02-12,42,net_revenue_usd,seasonal_naive,8685.59,7984.14,6621.94,9346.34,-701.45
2026-01-01,2026-02-12,42,net_revenue_usd,driver_regression,8685.59,8511.51,8220.28,8802.75,-174.08
2026-01-01,2026-02-13,43,net_revenue_usd,seasonal_naive,9065.71,9265.36,7900.88,10629.84,199.65
2026-01-01,2026-02-13,43,net_revenue_usd,driver_regression,9065.71,8815.33,8523.61,9107.06,-250.38
2026-01-01,2026-02-14,44,net_revenue_usd,seasonal_naive,10316.69,9335.95,7969.19,10702.71,-980.74
2026-01-01,2026-02-14,44,net_revenue_usd,driver_regression,10316.69,10151.15,9858.94,10443.36,-165.54
2026-01-01,2026-02-15,45,net_revenue_usd,seasonal_naive,8834.77,8540.04,7171.01,9909.07,-294.73
2026-01-01,2026-02-15,45,net_revenue_usd,driver_regression,8834.77,9007.42,8714.72,9300.12,172.65
2026-01-01,2026-02-16,46,net_revenue_usd,seasonal_naive,8525.48,7147.71,5776.41,8519.01,-1377.77
2026-01-01,2026-02-16,46,net_revenue_usd,driver_regression,8525.48,8593.18,8299.99,8886.36,67.7
2026-01-01,2026-02-17,47,net_revenue_usd,seasonal_naive,7835.91,7103.1,5729.53,8476.67,-732.81
2026-01-01,2026-02-17,47,net_revenue_usd,driver_regression,7835.91,8057.25,7763.58,8350.92,221.34
2026-01-01,2026-02-18,48,net_revenue_usd,seasonal_naive,8244.09,7432.97,6057.14,8808.8,-811.12
2026-01-01,2026-02-18,48,net_revenue_usd,driver_regression,8244.09,8257.25,7963.1,8551.41,13.16
2026-01-01,2026-02-19,49,net_revenue_usd,seasonal_naive,8411.22,7521.21,6143.12,8899.3,-890.01
2026-01-01,2026-02-19,49,net_revenue_usd,driver_regression,8411.22,8438.53,8143.9,8733.17,27.31
2026-01-01,2026-02-20,50,net_revenue_usd,seasonal_naive,8603.25,7971.16,6590.81,9351.51,-632.09
2026-01-01,2026-02-20,50,net_revenue_usd,driver_regression,8603.25,8723.58,8428.46,9018.7,120.33
2026-01-01,2026-02-21,51,net_revenue_usd,seasonal_naive,9058.46,8427.3,7044.7,9809.9,-631.16
2026-01-01,2026-02-21,51,net_revenue_usd,driver_regression,9058.46,9037.58,8741.98,9333.18,-20.88
2026-01-01,2026-02-22,52,net_revenue_usd,seasonal_naive,8192.7,7084.54,5699.69,8469.39,-1108.16
2026-01-01,2026-02-22,52,net_revenue_usd,driver_regression,8192.7,8281.66,7985.57,8577.74,88.96
2026-01-01,2026-02-23,53,net_revenue_usd,seasonal_naive,7552.6,6791.37,5404.27,8178.47,-761.23
2026-01-01,2026-02-23,53,net_revenue_usd,driver_regression,7552.6,7601.88,7305.32,7898.44,49.28
2026-01-01,2026-02-24,54,net_revenue_usd,seasonal_naive,7613.88,6935.64,5546.3,8324.98,-678.24
2026-01-01,2026-02-24,54,net_revenue_usd,driver_regression,7613.88,7841.76,7544.72,8138.81,227.88
2026-01-01,2026-02-25,55,net_revenue_usd,seasonal_naive,8084.12,7403.16,6011.58,8794.74,-680.96
2026-01-01,2026-02-25,55,net_revenue_usd,driver_regression,8084.12,8315.29,8017.77,8612.81,231.17
2026-01-01,2026-02-26,56,net_revenue_usd,seasonal_naive,8546.76,7353.7,5959.89,8747.51,-1193.06
2026-01-01,2026-02-26,56,net_revenue_usd,driver_regression,8546.76,8427.89,8129.89,8725.89,-118.87
2026-01-01,2026-02-27,57,net_revenue_usd,seasonal_naive,8670.52,7923.06,6527.02,9319.1,-747.46
2026-01-01,2026-02-27,57,net_revenue_usd,driver_regression,8670.52,8684.88,8386.41,8983.36,14.36
2026-01-01,2026-02-28,58,net_revenue_usd,seasonal_naive,9130.37,8091.0,6692.73,9489.27,-1039.37
2026-01-01,2026-02-28,58,net_revenue_usd,driver_regression,9130.37,9068.69,8769.73,9367.64,-61.68
2026-01-01,2026-03-01,59,net_revenue_usd,seasonal_naive,7763.34,7281.93,5881.44,8682.42,-481.41
2026-01-01,2026-03-01,59,net_revenue_usd,driver_regression,7763.34,8043.47,7744.05,8342.9,280.13
2026-01-01,2026-03-02,60,net_revenue_usd,seasonal_naive,7262.05,6764.81,5362.1,8167.52,-497.24
2026-01-01,2026-03-02,60,net_revenue_usd,driver_regression,7262.05,7538.24,7238.34,7838.14,276.19
2026-01-01,2026-03-03,61,net_revenue_usd,seasonal_naive,7500.27,6861.01,5456.08,8265.94,-639.26
2026-01-01,2026-03-03,61,net_revenue_usd,driver_regression,7500.27,7644.26,7343.89,7944.64,143.99
2026-01-01,2026-03-04,62,net_revenue_usd,seasonal_naive,8208.76,6942.55,5535.41,8349.69,-1266.21
2026-01-01,2026-03-04,62,net_revenue_usd,driver_regression,8208.76,8151.58,7850.73,8452.43,-57.18
2026-01-01,2026-03-05,63,net_revenue_usd,seasonal_naive,8146.17,7392.72,5983.37,8802.07,-753.45
2026-01-01,2026-03-05,63,net_revenue_usd,driver_regression,8146.17,7954.32,7653.0,8255.64,-191.85
2026-01-01,2026-03-06,64,net_revenue_usd,seasonal_naive,8721.55,7573.45,6161.89,8985.01,-1148.1
2026-01-01,2026-03-06,64,net_revenue_usd,driver_regression,8721.55,8462.86,8161.06,8764.65,-258.69
2026-01-01,2026-03-07,65,net_revenue_usd,seasonal_naive,8895.03,8019.63,6605.87,9433.39,-875.4
2026-01-01,2026-03-07,65,net_revenue_usd,driver_regression,8895.03,8799.23,8496.96,9101.49,-95.8
2026-01-01,2026-03-08,66,net_revenue_usd,seasonal_naive,7953.52,6962.65,5546.69,8378.61,-990.87
2026-01-01,2026-03-08,66,net_revenue_usd,driver_regression,7953.52,7816.99,7514.26,8119.73,-136.53
2026-01-01,2026-03-09,67,net_revenue_usd,seasonal_naive,7205.65,6400.78,4982.62,7818.94,-804.87
2026-01-01,2026-03-09,67,net_revenue_usd,driver_regression,7205.65,7203.51,6900.31,7506.72,-2.14
2026-01-01,2026-03-10,68,net_revenue_usd,seasonal_naive,7478.98,6796.6,5376.25,8216.95,-682.38
2026-01-01,2026-03-10,68,net_revenue_usd,driver_regression,7478.98,7785.64,7481.97,8089.31,306.66
2026-01-01,2026-03-11,69,net_revenue_usd,seasonal_naive,7755.84,7003.89,5581.35,8426.43,-751.95
2026-01-01,2026-03-11,69,net_revenue_usd,driver_regression,7755.84,7881.2,7577.06,8185.34,125.36
2026-01-01,2026-03-12,70,net_revenue_usd,seasonal_naive,8113.9,6993.71,5568.98,8418.44,-1120.19
2026-01-01,2026-03-12,70,net_revenue_usd,driver_regression,8113.9,8059.69,7755.09,8364.3,-54.21
2026-01-01,2026-03-13,71,net_revenue_usd,seasonal_naive,8189.51,8618.48,7191.57,10045.39,428.97
2026-01-01,2026-03-13,71,net_revenue_usd,driver_regression,8189.51,8347.21,8042.14,8652.29,157.7
2026-01-01,2026-03-14,72,net_revenue_usd,seasonal_naive,9485.35,8947.1,7518.01,10376.19,-538.25
2026-01-01,2026-03-14,72,net_revenue_usd,driver_regression,9485.35,9268.09,8962.55,9573.63,-217.26
2026-01-01,2026-03-15,73,net_revenue_usd,seasonal_naive,8582.75,7889.41,6458.15,9320.67,-693.34
2026-01-01,2026-03-15,73,net_revenue_usd,driver_regression,8582.75,8499.68,8193.68,8805.69,-83.07
2026-01-01,2026-03-16,74,net_revenue_usd,seasonal_naive,8123.62,6223.13,4789.69,7656.57,-1900.49
2026-01-01,2026-03-16,74,net_revenue_usd,driver_regression,8123.62,8369.37,8062.9,8675.83,245.75
2026-01-01,2026-03-17,75,net_revenue_usd,seasonal_naive,7327.93,6775.29,5339.68,8210.9,-552.64
2026-01-01,2026-03-17,75,net_revenue_usd,driver_regression,7327.93,7282.41,6975.48,7589.35,-45.52
2026-01-01,2026-03-18,76,net_revenue_usd,seasonal_naive,7718.67,6899.39,5461.62,8337.16,-819.28
2026-01-01,2026-03-18,76,net_revenue_usd,driver_regression,7718.67,7617.8,7310.41,7925.2,-100.87
2026-01-01,2026-03-19,77,net_revenue_usd,seasonal_naive,7617.3,6959.82,5519.89,8399.75,-657.48
2026-01-01,2026-03-19,77,net_revenue_usd,driver_regression,7617.3,7887.89,7580.03,8195.75,270.59
2026-01-01,2026-03-20,78,net_revenue_usd,seasonal_naive,8014.73,7416.68,5974.59,8858.77,-598.05
2026-01-01,2026-03-20,78,net_revenue_usd,driver_regression,8014.73,8159.19,7850.87,8467.51,144.46
2026-01-01,2026-03-21,79,net_revenue_usd,seasonal_naive,8581.52,7461.61,6017.36,8905.86,-1119.91
2026-01-01,2026-03-21,79,net_revenue_usd,driver_regression,8581.52,8530.15,8221.37,8838.93,-51.37
2026-01-01,2026-03-22,80,net_revenue_usd,seasonal_naive,7321.04,6713.37,5266.97,8159.77,-607.67
2026-01-01,2026-03-22,80,net_revenue_usd,driver_regression,7321.04,7515.09,7205.85,7824.33,194.05
2026-01-01,2026-03-23,81,net_revenue_usd,seasonal_naive,6728.86,6265.52,4816.97,7714.07,-463.34
2026-01-01,2026-03-23,81,net_revenue_usd,driver_regression,6728.86,6905.75,6596.05,7215.45,176.89
2026-01-01,2026-03-24,82,net_revenue_usd,seasonal_naive,7243.79,6634.84,5184.14,8085.54,-608.95
2026-01-01,2026-03-24,82,net_revenue_usd,driver_regression,7243.79,7188.35,6878.19,7498.51,-55.44
2026-01-01,2026-03-25,83,net_revenue_usd,seasonal_naive,7508.35,6790.73,5337.89,8243.57,-717.62
2026-01-01,2026-03-25,83,net_revenue_usd,driver_regression,7508.35,7578.36,7267.75,7888.98,70.01
2026-01-01,2026-03-26,84,net_revenue_usd,seasonal_naive,7425.67,6863.76,5408.78,8318.74,-561.91
2026-01-01,2026-03-26,84,net_revenue_usd,driver_regression,7425.67,7620.09,7309.01,7931.16,194.42
2026-01-01,2026-03-27,85,net_revenue_usd,seasonal_naive,8086.75,7336.32,5879.2,8793.44,-750.43
2026-01-01,2026-03-27,85,net_revenue_usd,driver_regression,8086.75,7928.12,7616.59,8239.65,-158.63
2026-01-01,2026-03-28,86,net_revenue_usd,seasonal_naive,8468.71,7404.42,5945.17,8863.67,-1064.29
2026-01-01,2026-03-28,86,net_revenue_usd,driver_regression,8468.71,8261.87,7949.88,8573.86,-206.84
2026-01-01,2026-03-29,87,net_revenue_usd,seasonal_naive,7386.98,6579.24,5117.85,8040.63,-807.74
2026-01-01,2026-03-29,87,net_revenue_usd,driver_regression,7386.98,7466.39,7153.95,7778.84,79.41
2026-01-01,2026-03-30,88,net_revenue_usd,seasonal_naive,6821.65,6077.44,4613.93,7540.95,-744.21
2026-01-01,2026-03-30,88,net_revenue_usd,driver_regression,6821.65,6709.31,6396.41,7022.21,-112.34
2026-01-01,2026-03-31,89,net_revenue_usd,seasonal_naive,7168.84,6595.39,5129.75,8061.03,-573.45
2026-01-01,2026-03-31,89,net_revenue_usd,driver_regression,7168.84,7161.07,6847.72,7474.43,-7.77
2026-01-01,2026-04-01,90,net_revenue_usd,seasonal_naive,7187.86,6500.51,5032.75,7968.27,-687.35
2026-01-01,2026-04-01,90,net_revenue_usd,driver_regression,7187.86,7238.72,6924.92,7552.53,50.86
2026-01-01,2026-04-02,91,net_revenue_usd,seasonal_naive,7523.17,6901.66,5431.78,8371.54,-621.51
2026-01-01,2026-04-02,91,net_revenue_usd,driver_regression,7523.17,7613.2,7298.94,7927.46,90.03
2026-01-29,2026-01-30,1,net_revenue_usd,seasonal_naive,9729.37,8660.2,7396.48,9923.92,-1069.17
2026-01-29,2026-01-30,1,net_revenue_usd,driver_regression,9729.37,9400.78,9128.2,9673.36,-328.59
2026-01-29,2026-01-31,2,net_revenue_usd,seasonal_naive,9664.19,8892.18,7626.01,10158.35,-772.01
2026-01-29,2026-01-31,2,net_revenue_usd,driver_regression,9664.19,9467.83,9194.72,9740.94,-196.36
2026-01-29,2026-02-01,3,net_revenue_usd,seasonal_naive,8609.77,7686.17,6417.55,8954.79,-923.6
2026-01-29,2026-02-01,3,net_revenue_usd,driver_regression,8609.77,8572.57,8298.93,8846.21,-37.2
2026-01-29,2026-02-02,4,net_revenue_usd,seasonal_naive,7728.53,7140.64,5869.57,8411.71,-587.89
2026-01-29,2026-02-02,4,net_revenue_usd,driver_regression,7728.53,8076.36,7802.19,8350.52,347.83
2026-01-29,2026-02-03,5,net_revenue_usd,seasonal_naive,8319.56,7476.74,6203.23,8750.25,-842.82
2026-01-29,2026-02-03,5,net_revenue_usd,driver_regression,8319.56,8168.69,7894.0,8443.39,-150.87
2026-01-29,2026-02-04,6,net_revenue_usd,seasonal_naive,8611.77,7615.28,6339.34,8891.22,-996.49
2026-01-29,2026-02-04,6,net_revenue_usd,driver_regression,8611.77,8409.78,8134.56,8685.0,-201.99
2026-01-29,2026-02-05,7,net_revenue_usd,seasonal_naive,8423.56,7902.37,6623.99,9180.75,-521.19
2026-01-29,2026-02-05,7,net_revenue_usd,driver_regression,8423.56,8644.8,8369.06,8920.55,221.24
2026-01-29,2026-02-06,8,net_revenue_usd,seasonal_naive,9402.01,8330.06,7049.26,9610.86,-1071.95
2026-01-29,2026-02-06,8,net_revenue_usd,driver_regression,9402.01,9470.32,9194.06,9746.59,68.31
2026-01-29,2026-02-07,9,net_revenue_usd,seasonal_naive,9705.13,8691.28,7408.05,9974.51,-1013.85
2026-01-29,2026-02-07,9,net_revenue_usd,driver_regression,9705.13,9285.4,9008.61,9562.19,-419.73
2026-01-29,2026-02-08,10,net_revenue_usd,seasonal_naive,8159.52,7759.17,6473.53,9044.81,-400.35
2026-01-29,2026-02-08,10,net_revenue_usd,driver_regression,8159.52,8311.48,8034.17,8588.79,151.96
2026-01-29,2026-02-09,11,net_revenue_usd,seasonal_naive,7889.27,7033.74,5745.68,8321.8,-855.53
2026-01-29,2026-02-09,11,net_revenue_usd,driver_regression,7889.27,8101.23,7823.4,8379.07,211.96
2026-01-29,2026-02-10,12,net_revenue_usd,seasonal_naive,8167.93,7358.06,6067.6,8648.52,-809.87
2026-01-29,2026-02-10,12,net_revenue_usd,driver_regression,8167.93,8023.91,7745.56,8302.26,-144.02
2026-01-29,2026-02-11,13,net_revenue_usd,seasonal_naive,8556.53,7598.4,6305.53,8891.27,-958.13
2026-01-29,2026-02-11,13,net_revenue_usd,driver_regression,8556.53,8384.24,8105.37,8663.11,-172.29
2026-01-29,2026-02-12,14,net_revenue_usd,seasonal_naive,8685.59,7984.14,6688.87,9279.41,-701.45
2026-01-29,2026-02-12,14,net_revenue_usd,driver_regression,8685.59,8524.23,8244.85,8803.62,-161.36
2026-01-29,2026-02-13,15,net_revenue_usd,seasonal_naive,9065.71,9265.36,7967.7,10563.02,199.65
2026-01-29,2026-02-13,15,net_revenue_usd,driver_regression,9065.71,8832.55,8552.65,9112.45,-233.16
2026-01-29,2026-02-14,16,net_revenue_usd,seasonal_naive,10316.69,9335.95,8035.9,10636.0,-980.74
2026-01-29,2026-02-14,16,net_revenue_usd,driver_regression,10316.69,10168.53,9888.12,10448.95,-148.16
2026-01-29,2026-02-15,17,net_revenue_usd,seasonal_naive,8834.77,8540.04,7237.6,9842.48,-294.73
2026-01-29,2026-02-15,17,net_revenue_usd,driver_regression,8834.77,9021.57,8740.63,9302.5,186.8
2026-01-29,2026-02-16,18,net_revenue_usd,seasonal_naive,8525.48,7147.71,5842.89,8452.53,-1377.77
2026-01-29,2026-02-16,18,net_revenue_usd,driver_regression,8525.48,8599.88,8318.44,8881.33,74.4
2026-01-29,2026-02-17,19,net_revenue_usd,seasonal_naive,7835.91,7103.1,5795.9,8410.3,-732.81
2026-01-29,2026-02-17,19,net_revenue_usd,driver_regression,7835.91,8064.8,7782.84,8346.76,228.89
2026-01-29,2026-02-18,20,net_revenue_usd,seasonal_naive,8244.09,7432.97,6123.4,8742.54,-811.12
2026-01-29,2026-02-18,20,net_revenue_usd,driver_regression,8244.09,8262.72,7980.25,8545.2,18.63
2026-01-29,2026-02-19,21,net_revenue_usd,seasonal_naive,8411.22,7521.21,6209.27,8833.15,-890.01
2026-01-29,2026-02-19,21,net_revenue_usd,driver_regression,8411.22,8452.13,8169.14,8735.11,40.91
2026-01-29,2026-02-20,22,net_revenue_usd,seasonal_naive,8603.25,7971.16,6656.85,9285.47,-632.09
2026-01-29,2026-02-20,22,net_revenue_usd,driver_regression,8603.25,8740.69,8457.19,9024.18,137.44
2026-01-29,2026-02-21,23,net_revenue_usd,seasonal_naive,9058.46,8427.3,7110.63,9743.97,-631.16
2026-01-29,2026-02-21,23,net_revenue_usd,driver_regression,9058.46,9050.96,8766.95,9334.96,-7.5
2026-01-29,2026-02-22,24,net_revenue_usd,seasonal_naive,8192.7,7084.54,5765.52,8403.56,-1108.16
2026-01-29,2026-02-22,24,net_revenue_usd,driver_regression,8192.7,8286.91,8002.4,8571.42,94.21
2026-01-29,2026-02-23,25,net_revenue_usd,seasonal_naive,7552.6,6791.37,5469.99,8112.75,-761.23
2026-01-29,2026-02-23,25,net_revenue_usd,driver_regression,7552.6,7599.83,7314.81,7884.85,47.23
2026-01-29,2026-02-24,26,net_revenue_usd,seasonal_naive,7613.88,6935.64,5611.92,8259.36,-678.24
2026-01-29,2026-02-24,26,net_revenue_usd,driver_regression,7613.88,7849.37,7563.85,8134.9,235.49
2026-01-29,2026-02-25,27,net_revenue_usd,seasonal_naive,8084.12,7403.16,6077.09,8729.23,-680.96
2026-01-29,2026-02-25,27,net_revenue_usd,driver_regression,8084.12,8316.93,8030.9,8602.96,232.81
2026-01-29,2026-02-26,28,net_revenue_usd,seasonal_naive,8546.76,7353.7,6025.29,8682.11,-1193.06
2026-01-29,2026-02-26,28,net_revenue_usd,driver_regression,8546.76,8436.55,8150.01,8723.08,-110.21
2026-01-29,2026-02-27,29,net_revenue_usd,seasonal_naive,8670.52,7923.06,6592.32,9253.8,-747.46
2026-01-29,2026-02-27,29,net_revenue_usd,driver_regression,8670.52,8703.07,8416.03,8990.11,32.55
2026-01-29,2026-02-28,30,net_revenue_usd,seasonal_naive,9130.37,8091.0,6757.93,9424.07,-1039.37
2026-01-29,2026-02-28,30,net_revenue_usd,driver_regression,9130.37,9079.78,8792.24,9367.32,-50.59
2026-01-29,2026-03-01,31,net_revenue_usd,seasonal_naive,7763.34,7281.93,5946.53,8617.33,-481.41
2026-01-29,2026-03-01,31,net_revenue_usd,driver_regression,7763.34,8047.6,7759.56,8335.65,284.26
